time,cloud_cover (%),wind_speed_100m (km/h)
2023-08-14T10:00,80,29.4
2023-08-14T11:00,38,28.3
2023-08-14T12:00,91,28.1
2023-08-14T13:00,55,31.9
2023-08-14T14:00,38,34.2
2023-08-14T15:00,39,40.7
2023-08-14T16:00,85,41.5
2023-08-14T17:00,32,38.4
2023-08-14T18:00,34,36.1
2023-08-14T19:00,100,35.4
2023-08-14T20:00,83,33.8
2023-08-14T21:00,78,31.8
2023-08-14T22:00,77,29.6
2023-08-14T23:00,21,28.7
2023-08-15T00:00,4,28
2023-08-15T01:00,1,26.9
2023-08-15T02:00,0,26.3
2023-08-15T03:00,0,26.9
2023-08-15T04:00,0,26.6
2023-08-15T05:00,0,25.5
2023-08-15T06:00,0,25.1
2023-08-15T07:00,0,20.8
2023-08-15T08:00,0,19.7
2023-08-15T09:00,0,18.1
2023-08-15T10:00,0,18.7
2023-08-15T11:00,44,20
2023-08-15T12:00,87,16.7
2023-08-15T13:00,75,13.6
2023-08-15T14:00,36,14.9
2023-08-15T15:00,59,15
2023-08-15T16:00,43,11.8
2023-08-15T17:00,43,9.8
2023-08-15T18:00,31,4
2023-08-15T19:00,19,1.3
2023-08-15T20:00,12,3.7
2023-08-15T21:00,13,6.3
2023-08-15T22:00,11,6.3
2023-08-15T23:00,4,7.3
2023-08-16T00:00,13,7.9
2023-08-16T01:00,15,4.5
2023-08-16T02:00,14,1.5
2023-08-16T03:00,16,1.1
2023-08-16T04:00,14,3.6
2023-08-16T05:00,16,5.9
2023-08-16T06:00,3,7.2
2023-08-16T07:00,0,4.7
2023-08-16T08:00,0,2.6
2023-08-16T09:00,1,3.3
2023-08-16T10:00,21,6.2
2023-08-16T11:00,28,11
2023-08-16T12:00,67,11.2
2023-08-16T13:00,39,15.1
2023-08-16T14:00,24,11.8
2023-08-16T15:00,33,13.2
2023-08-16T16:00,14,15.3
2023-08-16T17:00,13,17.5
2023-08-16T18:00,14,18.6
2023-08-16T19:00,26,18.7
2023-08-16T20:00,35,22.5
2023-08-16T21:00,34,23.5
2023-08-16T22:00,32,23.2
2023-08-16T23:00,25,23.9
2023-08-17T00:00,10,24.8
2023-08-17T01:00,24,25.7
2023-08-17T02:00,14,26
2023-08-17T03:00,0,25.1
2023-08-17T04:00,4,24.6
2023-08-17T05:00,4,24.7
2023-08-17T06:00,20,24.6
2023-08-17T07:00,22,26.2
2023-08-17T08:00,17,23.5
2023-08-17T09:00,29,22.3
2023-08-17T10:00,26,22.8
2023-08-17T11:00,24,23.1
2023-08-17T12:00,31,22.3
2023-08-17T13:00,83,22.5
2023-08-17T14:00,41,23.9
2023-08-17T15:00,86,25.8
2023-08-17T16:00,80,27.9
2023-08-17T17:00,23,24.2
2023-08-17T18:00,18,24.5
2023-08-17T19:00,24,24.8
2023-08-17T20:00,14,26.5
2023-08-17T21:00,1,27.3
2023-08-17T22:00,0,27.3
2023-08-17T23:00,3,25.4
2023-08-18T00:00,100,28.2
2023-08-18T01:00,95,26.3
2023-08-18T02:00,97,24.8
2023-08-18T03:00,100,22.9
2023-08-18T04:00,98,23.2
2023-08-18T05:00,90,24.6
2023-08-18T06:00,100,27.2
2023-08-18T07:00,46,25.9
2023-08-18T08:00,100,27.3
2023-08-18T09:00,100,26.3
2023-08-18T10:00,100,23.9
2023-08-18T11:00,100,23.2
2023-08-18T12:00,100,20.8
2023-08-18T13:00,100,19.7
2023-08-18T14:00,100,20.2
2023-08-18T15:00,100,21.7
2023-08-18T16:00,100,23.6
2023-08-18T17:00,100,24.9
2023-08-18T18:00,100,25.2
2023-08-18T19:00,100,23.7
2023-08-18T20:00,78,27.7
2023-08-18T21:00,61,29.4
2023-08-18T22:00,51,31.7
2023-08-18T23:00,100,33.9
2023-08-19T00:00,100,28
2023-08-19T01:00,100,25.3
2023-08-19T02:00,100,24.5
2023-08-19T03:00,100,25.4
2023-08-19T04:00,6,28.4
2023-08-19T05:00,20,29.6
2023-08-19T06:00,5,32.7
2023-08-19T07:00,4,31.4
2023-08-19T08:00,13,29.1
2023-08-19T09:00,18,30.9
2023-08-19T10:00,14,33.6
2023-08-19T11:00,16,32.9
2023-08-19T12:00,17,35.2
2023-08-19T13:00,13,34.2
2023-08-19T14:00,3,32.1
2023-08-19T15:00,28,32.8
2023-08-19T16:00,3,33.6
2023-08-19T17:00,1,30.8
2023-08-19T18:00,3,28
2023-08-19T19:00,46,28.3
2023-08-19T20:00,26,27
2023-08-19T21:00,2,29.1
2023-08-19T22:00,1,30.3
2023-08-19T23:00,1,28
2023-08-20T00:00,14,25.6
2023-08-20T01:00,45,24.6
2023-08-20T02:00,5,21.9
2023-08-20T03:00,0,21.9
2023-08-20T04:00,0,20.5
2023-08-20T05:00,1,20.5
2023-08-20T06:00,0,20.2
2023-08-20T07:00,0,17.3
2023-08-20T08:00,37,20.7
2023-08-20T09:00,25,21.4
2023-08-20T10:00,30,21.9
2023-08-20T11:00,68,23.6
2023-08-20T12:00,28,19.7
2023-08-20T13:00,35,19.4
2023-08-20T14:00,60,20.9
2023-08-20T15:00,6,21.8
2023-08-20T16:00,39,22.2
2023-08-20T17:00,22,17.9
2023-08-20T18:00,33,13.6
2023-08-20T19:00,38,14.8
2023-08-20T20:00,18,19.9
2023-08-20T21:00,25,19.4
2023-08-20T22:00,6,20.4
2023-08-20T23:00,7,22.6
2023-08-21T00:00,1,23
2023-08-21T01:00,0,23.6
2023-08-21T02:00,0,22.3
2023-08-21T03:00,0,22.9
2023-08-21T04:00,0,22
2023-08-21T05:00,0,21
2023-08-21T06:00,0,19.1
2023-08-21T07:00,0,14.7
2023-08-21T08:00,7,13
2023-08-21T09:00,2,13.2
2023-08-21T10:00,0,14.4
2023-08-21T11:00,1,16.3
2023-08-21T12:00,9,17.2
2023-08-21T13:00,24,20.4
2023-08-21T14:00,11,22.7
2023-08-21T15:00,59,25
2023-08-21T16:00,28,24
2023-08-21T17:00,5,20.2
2023-08-21T18:00,63,19.2
2023-08-21T19:00,46,19.7
2023-08-21T20:00,10,21.9
2023-08-21T21:00,79,23.7
2023-08-21T22:00,44,25.4
2023-08-21T23:00,5,25.4
2023-08-22T00:00,0,23.4
2023-08-22T01:00,5,24.1
2023-08-22T02:00,20,24.3
2023-08-22T03:00,14,24.8
2023-08-22T04:00,10,24.6
2023-08-22T05:00,4,23.5
2023-08-22T06:00,28,25.2
2023-08-22T07:00,90,25.1
2023-08-22T08:00,90,24.7
2023-08-22T09:00,75,24.1
2023-08-22T10:00,75,25.3
2023-08-22T11:00,63,27.4
2023-08-22T12:00,24,26.7
2023-08-22T13:00,14,24.2
2023-08-22T14:00,11,24.3
2023-08-22T15:00,8,24.5
2023-08-22T16:00,13,23.1
2023-08-22T17:00,60,17.9
2023-08-22T18:00,94,18.2
2023-08-22T19:00,14,22.1
2023-08-22T20:00,12,18.7
2023-08-22T21:00,9,18.4
2023-08-22T22:00,7,18.7
2023-08-22T23:00,0,18.8
2023-08-23T00:00,1,16.4
2023-08-23T01:00,23,17.7
2023-08-23T02:00,0,19.6
2023-08-23T03:00,0,18.6
2023-08-23T04:00,2,18.5
2023-08-23T05:00,1,17.7
2023-08-23T06:00,5,18.4
2023-08-23T07:00,1,15.8
2023-08-23T08:00,5,12.2
2023-08-23T09:00,36,13.7
2023-08-23T10:00,90,14.9
2023-08-23T11:00,92,14.3
2023-08-23T12:00,53,10.5
2023-08-23T13:00,93,12.8
2023-08-23T14:00,41,12
2023-08-23T15:00,100,5.8
2023-08-23T16:00,100,1.8
2023-08-23T17:00,100,8.8
2023-08-23T18:00,25,18.1
2023-08-23T19:00,33,21.3
2023-08-23T20:00,37,16.6
2023-08-23T21:00,64,16.9
2023-08-23T22:00,77,20.3
2023-08-23T23:00,41,20.8
2023-08-24T00:00,25,21.3
2023-08-24T01:00,20,24.2
2023-08-24T02:00,46,22.4
2023-08-24T03:00,32,21.4
2023-08-24T04:00,46,20
2023-08-24T05:00,58,16.4
2023-08-24T06:00,46,19.3
2023-08-24T07:00,31,17.6
2023-08-24T08:00,51,22.9
2023-08-24T09:00,45,16.3
2023-08-24T10:00,60,16.4
2023-08-24T11:00,89,19.7
2023-08-24T12:00,63,15.5
2023-08-24T13:00,72,12.8
2023-08-24T14:00,23,13.5
2023-08-24T15:00,45,18.5
2023-08-24T16:00,46,18.8
2023-08-24T17:00,38,16.1
2023-08-24T18:00,59,12
2023-08-24T19:00,66,12.1
2023-08-24T20:00,100,6.2
2023-08-24T21:00,19,11.6
2023-08-24T22:00,22,19.1
2023-08-24T23:00,23,20.9
2023-08-25T00:00,3,21.7
2023-08-25T01:00,49,23.7
2023-08-25T02:00,100,22.6
2023-08-25T03:00,100,19.2
2023-08-25T04:00,100,18
2023-08-25T05:00,100,17.1
2023-08-25T06:00,93,15.3
2023-08-25T07:00,97,16.3
2023-08-25T08:00,100,10.9
2023-08-25T09:00,14,8.4
2023-08-25T10:00,38,9.2
2023-08-25T11:00,39,9.1
2023-08-25T12:00,68,10.1
2023-08-25T13:00,70,11.7
2023-08-25T14:00,76,14.3
2023-08-25T15:00,74,15.5
2023-08-25T16:00,65,16.4
2023-08-25T17:00,65,16.9
2023-08-25T18:00,7,15.6
2023-08-25T19:00,16,15.5
2023-08-25T20:00,69,14.8
2023-08-25T21:00,35,22.3
2023-08-25T22:00,58,16.8
2023-08-25T23:00,39,19.2
2023-08-26T00:00,13,19.3
2023-08-26T01:00,4,20.9
2023-08-26T02:00,18,20.1
2023-08-26T03:00,28,19.5
2023-08-26T04:00,31,19.1
2023-08-26T05:00,4,18.5
2023-08-26T06:00,8,17.9
2023-08-26T07:00,28,16.4
2023-08-26T08:00,15,15
2023-08-26T09:00,14,16.1
2023-08-26T10:00,16,16.2
2023-08-26T11:00,25,15
2023-08-26T12:00,28,11.5
2023-08-26T13:00,100,13
2023-08-26T14:00,78,17.1
2023-08-26T15:00,49,8.2
2023-08-26T16:00,83,13
2023-08-26T17:00,100,10.5
2023-08-26T18:00,92,14.5
2023-08-26T19:00,16,13.7
2023-08-26T20:00,13,14.3
2023-08-26T21:00,15,17.9
2023-08-26T22:00,29,19.1
2023-08-26T23:00,19,18.7
2023-08-27T00:00,6,17.8
2023-08-27T01:00,23,18.5
2023-08-27T02:00,2,18.4
2023-08-27T03:00,0,19.9
2023-08-27T04:00,14,19.5
2023-08-27T05:00,56,18
2023-08-27T06:00,21,15.1
2023-08-27T07:00,94,21.2
2023-08-27T08:00,96,22.2
2023-08-27T09:00,51,20.9
2023-08-27T10:00,19,22.9
2023-08-27T11:00,21,25.5
2023-08-27T12:00,27,24.8
2023-08-27T13:00,20,23
2023-08-27T14:00,58,25.1
2023-08-27T15:00,25,18.1
2023-08-27T16:00,100,25.2
2023-08-27T17:00,49,16.1
2023-08-27T18:00,10,19.3
2023-08-27T19:00,22,26.5
2023-08-27T20:00,6,24.7
2023-08-27T21:00,29,23.9
2023-08-27T22:00,14,25
2023-08-27T23:00,8,26.2
2023-08-28T00:00,11,25.3
2023-08-28T01:00,8,25
2023-08-28T02:00,20,24.3
2023-08-28T03:00,20,24.6
2023-08-28T04:00,14,23.3
2023-08-28T05:00,21,20.9
2023-08-28T06:00,23,19.5
2023-08-28T07:00,31,15
2023-08-28T08:00,50,14.6
2023-08-28T09:00,30,14.1
2023-08-28T10:00,29,13.3
2023-08-28T11:00,53,12.6
2023-08-28T12:00,49,9.7
2023-08-28T13:00,69,10.5
2023-08-28T14:00,35,13.4
2023-08-28T15:00,35,13.2
2023-08-28T16:00,40,13.2
2023-08-28T17:00,60,10.2
2023-08-28T18:00,67,12.6
2023-08-28T19:00,56,16.2
2023-08-28T20:00,26,10.9
2023-08-28T21:00,6,10.7
2023-08-28T22:00,100,13.6
2023-08-28T23:00,100,13.6
2023-08-29T00:00,72,10.8
2023-08-29T01:00,89,9.8
2023-08-29T02:00,87,15.8
2023-08-29T03:00,86,18.1
2023-08-29T04:00,83,21
2023-08-29T05:00,90,16.7
2023-08-29T06:00,90,17.3
2023-08-29T07:00,88,14.4
2023-08-29T08:00,88,15.5
2023-08-29T09:00,62,18
2023-08-29T10:00,56,22
2023-08-29T11:00,86,19.8
2023-08-29T12:00,77,17.4
2023-08-29T13:00,100,16.2
2023-08-29T14:00,100,18.5
2023-08-29T15:00,100,22.9
2023-08-29T16:00,100,22.9
2023-08-29T17:00,100,21.7
2023-08-29T18:00,100,16.9
2023-08-29T19:00,100,16.4
2023-08-29T20:00,100,18.5
2023-08-29T21:00,83,21.6
2023-08-29T22:00,100,21
2023-08-29T23:00,91,18.4
2023-08-30T00:00,100,19.4
2023-08-30T01:00,100,21.4
2023-08-30T02:00,33,20.3
2023-08-30T03:00,6,24
2023-08-30T04:00,1,23.9
2023-08-30T05:00,2,25.3
2023-08-30T06:00,0,25.8
2023-08-30T07:00,12,27.8
2023-08-30T08:00,62,27.7
2023-08-30T09:00,40,27.7
2023-08-30T10:00,55,27.4
2023-08-30T11:00,16,24.5
2023-08-30T12:00,37,26.6
2023-08-30T13:00,86,23.8
2023-08-30T14:00,28,16.9
2023-08-30T15:00,100,16.6
2023-08-30T16:00,42,20.3
2023-08-30T17:00,11,5.9
2023-08-30T18:00,15,8.4
2023-08-30T19:00,15,12.6
2023-08-30T20:00,7,15.9
2023-08-30T21:00,0,19.2
2023-08-30T22:00,4,19.3
2023-08-30T23:00,8,19.1
2023-08-31T00:00,30,21.7
2023-08-31T01:00,30,22.3
2023-08-31T02:00,5,21.9
2023-08-31T03:00,3,21.1
2023-08-31T04:00,4,17.8
2023-08-31T05:00,19,17.3
2023-08-31T06:00,25,15.8
2023-08-31T07:00,10,14.8
2023-08-31T08:00,33,10.2
2023-08-31T09:00,29,5.4
2023-08-31T10:00,30,5
2023-08-31T11:00,36,7.8
2023-08-31T12:00,94,8
2023-08-31T13:00,28,9.2
2023-08-31T14:00,90,8.1
2023-08-31T15:00,100,9.4
2023-08-31T16:00,89,12.1
2023-08-31T17:00,100,15.1
2023-08-31T18:00,79,24.5
2023-08-31T19:00,38,19.4
2023-08-31T20:00,89,18.7
2023-08-31T21:00,79,16.6
2023-08-31T22:00,67,15.7
2023-08-31T23:00,91,15.3
2023-09-01T00:00,100,16.8
2023-09-01T01:00,100,17.9
2023-09-01T02:00,100,19.4
2023-09-01T03:00,100,18.4
2023-09-01T04:00,100,17.3
2023-09-01T05:00,100,16.8
2023-09-01T06:00,71,15
2023-09-01T07:00,100,16.9
2023-09-01T08:00,96,18.4
2023-09-01T09:00,89,15.3
2023-09-01T10:00,100,10.7
2023-09-01T11:00,70,8.7
2023-09-01T12:00,100,16.9
2023-09-01T13:00,100,17.3
2023-09-01T14:00,59,19.9
2023-09-01T15:00,49,18.4
2023-09-01T16:00,58,20.5
2023-09-01T17:00,63,19.9
2023-09-01T18:00,69,19.2
2023-09-01T19:00,38,20.6
2023-09-01T20:00,45,21.7
2023-09-01T21:00,45,21.9
2023-09-01T22:00,41,20.4
2023-09-01T23:00,39,19.8
2023-09-02T00:00,45,21.6
2023-09-02T01:00,34,25.2
2023-09-02T02:00,44,25.2
2023-09-02T03:00,47,24.7
2023-09-02T04:00,48,24.6
2023-09-02T05:00,86,23.1
2023-09-02T06:00,26,23.5
2023-09-02T07:00,46,22.1
2023-09-02T08:00,90,22.2
2023-09-02T09:00,90,21.3
2023-09-02T10:00,82,19.2
2023-09-02T11:00,56,17.6
2023-09-02T12:00,84,16.8
2023-09-02T13:00,87,14.8
2023-09-02T14:00,100,13.9
2023-09-02T15:00,100,13
2023-09-02T16:00,34,13.9
2023-09-02T17:00,30,15.2
2023-09-02T18:00,30,16.1
2023-09-02T19:00,0,16.3
2023-09-02T20:00,0,13.1
2023-09-02T21:00,14,11.6
2023-09-02T22:00,24,9
2023-09-02T23:00,30,9.9
2023-09-03T00:00,26,11.4
2023-09-03T01:00,30,10.3
2023-09-03T02:00,30,7.4
2023-09-03T03:00,30,9.5
2023-09-03T04:00,30,10.1
2023-09-03T05:00,15,9.2
2023-09-03T06:00,39,6.4
2023-09-03T07:00,33,6.9
2023-09-03T08:00,30,7.4
2023-09-03T09:00,30,4.6
2023-09-03T10:00,30,3.8
2023-09-03T11:00,33,4.1
2023-09-03T12:00,90,7.3
2023-09-03T13:00,68,7.3
2023-09-03T14:00,100,9.4
2023-09-03T15:00,85,12.3
2023-09-03T16:00,34,19.2
2023-09-03T17:00,2,19.6
2023-09-03T18:00,1,17.9
2023-09-03T19:00,30,17
2023-09-03T20:00,29,18.9
2023-09-03T21:00,29,17.8
2023-09-03T22:00,14,15.2
2023-09-03T23:00,1,14.4
2023-09-04T00:00,2,16.8
2023-09-04T01:00,1,19.6
2023-09-04T02:00,0,19.4
2023-09-04T03:00,1,16.2
2023-09-04T04:00,1,13.5
2023-09-04T05:00,3,13
2023-09-04T06:00,3,13
2023-09-04T07:00,0,13.8
2023-09-04T08:00,0,11.6
2023-09-04T09:00,4,10.1
2023-09-04T10:00,0,12.6
2023-09-04T11:00,9,15.1
2023-09-04T12:00,0,14.3
2023-09-04T13:00,7,14.2
2023-09-04T14:00,16,15.6
2023-09-04T15:00,6,16.5
2023-09-04T16:00,11,18.6
2023-09-04T17:00,11,17.8
2023-09-04T18:00,8,18.5
2023-09-04T19:00,2,20.2
2023-09-04T20:00,0,22.6
2023-09-04T21:00,0,23.4
2023-09-04T22:00,17,24.4
2023-09-04T23:00,4,25.4
2023-09-05T00:00,4,24.5
2023-09-05T01:00,17,22.3
2023-09-05T02:00,16,20.6
2023-09-05T03:00,24,21.4
2023-09-05T04:00,26,22
2023-09-05T05:00,29,21.1
2023-09-05T06:00,30,21.2
2023-09-05T07:00,10,22.6
2023-09-05T08:00,30,21.7
2023-09-05T09:00,8,19.4
2023-09-05T10:00,6,17.6
2023-09-05T11:00,5,17.7
2023-09-05T12:00,16,19.8
2023-09-05T13:00,12,18.3
2023-09-05T14:00,5,18.4
2023-09-05T15:00,0,19
2023-09-05T16:00,0,16.6
2023-09-05T17:00,0,14.6
2023-09-05T18:00,0,14.6
2023-09-05T19:00,0,15.7
2023-09-05T20:00,0,15.6
2023-09-05T21:00,0,14.8
2023-09-05T22:00,0,11.6
2023-09-05T23:00,0,7.6
2023-09-06T00:00,0,8.7
2023-09-06T01:00,0,8.2
2023-09-06T02:00,0,8.9
2023-09-06T03:00,0,7.7
2023-09-06T04:00,0,4.9
2023-09-06T05:00,13,4.2
2023-09-06T06:00,91,3.6
2023-09-06T07:00,90,0.4
2023-09-06T08:00,4,5.9
2023-09-06T09:00,6,5.7
2023-09-06T10:00,0,4.1
2023-09-06T11:00,0,2.3
2023-09-06T12:00,0,5.1
2023-09-06T13:00,0,7
2023-09-06T14:00,0,10.5
2023-09-06T15:00,0,14.8
2023-09-06T16:00,0,15.8
2023-09-06T17:00,0,13.7
2023-09-06T18:00,0,12.2
2023-09-06T19:00,0,13.8
2023-09-06T20:00,0,16.6
2023-09-06T21:00,3,16.6
2023-09-06T22:00,17,13.2
2023-09-06T23:00,25,9.7
2023-09-07T00:00,26,12.2
2023-09-07T01:00,20,9.4
2023-09-07T02:00,19,10
2023-09-07T03:00,14,12.6
2023-09-07T04:00,18,15.4
2023-09-07T05:00,28,17.8
2023-09-07T06:00,2,19.2
2023-09-07T07:00,4,20.8
2023-09-07T08:00,1,18
2023-09-07T09:00,0,12.1
2023-09-07T10:00,0,15.5
2023-09-07T11:00,0,15.7
2023-09-07T12:00,5,18.1
2023-09-07T13:00,4,17.1
2023-09-07T14:00,0,16.7
2023-09-07T15:00,0,16.4
2023-09-07T16:00,0,15.3
2023-09-07T17:00,0,15.6
2023-09-07T18:00,1,16.1
2023-09-07T19:00,2,17.9
2023-09-07T20:00,3,16.9
2023-09-07T21:00,27,16.3
2023-09-07T22:00,30,14.3
2023-09-07T23:00,29,12.8
2023-09-08T00:00,30,9.4
2023-09-08T01:00,21,7.6
2023-09-08T02:00,4,7
2023-09-08T03:00,18,7.1
2023-09-08T04:00,23,7.8
2023-09-08T05:00,29,6.2
2023-09-08T06:00,37,5.4
2023-09-08T07:00,21,5
2023-09-08T08:00,11,3.6
2023-09-08T09:00,29,2.9
2023-09-08T10:00,30,3.8
2023-09-08T11:00,29,5.5
2023-09-08T12:00,30,5.8
2023-09-08T13:00,30,7.6
2023-09-08T14:00,30,7.2
2023-09-08T15:00,30,3.4
2023-09-08T16:00,30,7.3
2023-09-08T17:00,32,14.4
2023-09-08T18:00,36,15.5
2023-09-08T19:00,62,12.8
2023-09-08T20:00,85,10
2023-09-08T21:00,57,8.2
2023-09-08T22:00,38,9.9
2023-09-08T23:00,34,11.5
2023-09-09T00:00,4,15.5
2023-09-09T01:00,3,17.8
2023-09-09T02:00,21,17.7
2023-09-09T03:00,19,16.9
2023-09-09T04:00,29,17.7
2023-09-09T05:00,20,18.3
2023-09-09T06:00,16,19.2
2023-09-09T07:00,12,19.1
2023-09-09T08:00,1,19.7
2023-09-09T09:00,0,12
2023-09-09T10:00,0,9.7
2023-09-09T11:00,0,9.4
2023-09-09T12:00,1,6.9
2023-09-09T13:00,3,8.4
2023-09-09T14:00,10,9.6
2023-09-09T15:00,10,11.9
2023-09-09T16:00,2,17.9
2023-09-09T17:00,2,24.2
2023-09-09T18:00,2,22.8
2023-09-09T19:00,15,21.3
2023-09-09T20:00,18,17.8
2023-09-09T21:00,0,15.7
2023-09-09T22:00,1,15.7
2023-09-09T23:00,2,16.7
2023-09-10T00:00,0,16.4
2023-09-10T01:00,0,11.8
2023-09-10T02:00,4,10
2023-09-10T03:00,0,14.8
2023-09-10T04:00,6,16.6
2023-09-10T05:00,4,13.5
2023-09-10T06:00,0,12.1
2023-09-10T07:00,0,11.7
2023-09-10T08:00,4,12.4
2023-09-10T09:00,2,7.2
2023-09-10T10:00,9,7.1
2023-09-10T11:00,26,7.1
2023-09-10T12:00,8,14.7
2023-09-10T13:00,8,18
2023-09-10T14:00,0,17.4
2023-09-10T15:00,11,20.1
2023-09-10T16:00,23,13
2023-09-10T17:00,21,9.4
2023-09-10T18:00,63,8.4
2023-09-10T19:00,43,2.5
2023-09-10T20:00,17,9.9
2023-09-10T21:00,19,9.2
2023-09-10T22:00,21,9.9
2023-09-10T23:00,19,23.2
2023-09-11T00:00,23,25
2023-09-11T01:00,10,29.6
2023-09-11T02:00,11,30
2023-09-11T03:00,8,27.9
2023-09-11T04:00,22,26.1
2023-09-11T05:00,20,26.6
2023-09-11T06:00,30,26.6
2023-09-11T07:00,100,24.8
2023-09-11T08:00,74,22.8
2023-09-11T09:00,63,21.5
2023-09-11T10:00,21,21.7
2023-09-11T11:00,33,25.2
2023-09-11T12:00,54,22.9
2023-09-11T13:00,89,23.7
2023-09-11T14:00,68,24.8
2023-09-11T15:00,43,20.9
2023-09-11T16:00,38,19.7
2023-09-11T17:00,38,19
2023-09-11T18:00,32,18.8
2023-09-11T19:00,47,18.4
2023-09-11T20:00,59,18.4
2023-09-11T21:00,38,18.6
2023-09-11T22:00,40,18.8
2023-09-11T23:00,33,17.2
2023-09-12T00:00,47,15.9
2023-09-12T01:00,25,13.8
2023-09-12T02:00,33,13.2
2023-09-12T03:00,18,11.7
2023-09-12T04:00,17,10.1
2023-09-12T05:00,100,10.1
2023-09-12T06:00,100,9.4
2023-09-12T07:00,100,7.3
2023-09-12T08:00,100,6.8
2023-09-12T09:00,100,3
2023-09-12T10:00,100,4.8
2023-09-12T11:00,100,6.1
2023-09-12T12:00,35,15
2023-09-12T13:00,100,17
2023-09-12T14:00,100,11.9
2023-09-12T15:00,100,11.2
2023-09-12T16:00,100,8.9
2023-09-12T17:00,100,9.6
2023-09-12T18:00,100,11.7
2023-09-12T19:00,100,7.7
2023-09-12T20:00,100,2
2023-09-12T21:00,100,31
2023-09-12T22:00,73,39.1
2023-09-12T23:00,100,37.9
2023-09-13T00:00,91,42.5
2023-09-13T01:00,92,39.3
2023-09-13T02:00,90,31.6
2023-09-13T03:00,33,28.9
2023-09-13T04:00,12,28.4
2023-09-13T05:00,27,28.6
2023-09-13T06:00,28,28
2023-09-13T07:00,17,25.4
2023-09-13T08:00,22,25
2023-09-13T09:00,58,23.2
2023-09-13T10:00,91,24.4
2023-09-13T11:00,48,23.2
2023-09-13T12:00,46,18.3
2023-09-13T13:00,71,17.1
2023-09-13T14:00,80,16.1
2023-09-13T15:00,60,13.5
2023-09-13T16:00,45,13.9
2023-09-13T17:00,46,12.9
2023-09-13T18:00,80,12.6
2023-09-13T19:00,37,13.9
2023-09-13T20:00,25,11.6
2023-09-13T21:00,25,10.4
2023-09-13T22:00,25,11.6
2023-09-13T23:00,23,17.3
2023-09-14T00:00,100,18.9
2023-09-14T01:00,100,21.7
2023-09-14T02:00,40,23.8
2023-09-14T03:00,80,22.4
2023-09-14T04:00,10,23
2023-09-14T05:00,26,23.7
2023-09-14T06:00,25,23.8
2023-09-14T07:00,29,25
2023-09-14T08:00,23,17.9
2023-09-14T09:00,35,17.1
2023-09-14T10:00,100,21.1
2023-09-14T11:00,85,18.9
2023-09-14T12:00,87,21.3
2023-09-14T13:00,91,21
2023-09-14T14:00,100,19.1
2023-09-14T15:00,100,15.8
2023-09-14T16:00,100,14.2
2023-09-14T17:00,100,14.5
2023-09-14T18:00,66,22.7
2023-09-14T19:00,55,25.6
2023-09-14T20:00,51,21.3
2023-09-14T21:00,40,17.8
2023-09-14T22:00,29,18.8
2023-09-14T23:00,10,21.2
2023-09-15T00:00,2,20.5
2023-09-15T01:00,0,21.3
2023-09-15T02:00,0,19.9
2023-09-15T03:00,10,17.2
2023-09-15T04:00,17,16.4
2023-09-15T05:00,13,19.6
2023-09-15T06:00,10,22.1
2023-09-15T07:00,0,21.3
2023-09-15T08:00,0,15.5
2023-09-15T09:00,1,17.6
2023-09-15T10:00,0,16.2
2023-09-15T11:00,38,19.3
2023-09-15T12:00,7,19.2
2023-09-15T13:00,22,20.8
2023-09-15T14:00,22,20.8
2023-09-15T15:00,0,22.5
2023-09-15T16:00,0,23.2
2023-09-15T17:00,0,21.3
2023-09-15T18:00,0,22.5
2023-09-15T19:00,2,26.6
2023-09-15T20:00,26,27.6
2023-09-15T21:00,21,27.5
2023-09-15T22:00,9,27.6
2023-09-15T23:00,11,23.7
2023-09-16T00:00,4,24
2023-09-16T01:00,10,21.4
2023-09-16T02:00,21,18.7
2023-09-16T03:00,17,18
2023-09-16T04:00,31,18.4
2023-09-16T05:00,68,20.2
2023-09-16T06:00,53,21.8
2023-09-16T07:00,55,19.1
2023-09-16T08:00,49,16.4
2023-09-16T09:00,43,17.7
2023-09-16T10:00,46,20.4
2023-09-16T11:00,40,20.5
2023-09-16T12:00,3,21.7
2023-09-16T13:00,4,22.1
2023-09-16T14:00,28,23.9
2023-09-16T15:00,29,24
2023-09-16T16:00,26,23.1
2023-09-16T17:00,33,21.1
2023-09-16T18:00,17,24.2
2023-09-16T19:00,38,25.5
2023-09-16T20:00,44,26.5
2023-09-16T21:00,46,28
2023-09-16T22:00,46,27.5
2023-09-16T23:00,34,24.9
2023-09-17T00:00,2,26.4
2023-09-17T01:00,30,26.6
2023-09-17T02:00,45,28
2023-09-17T03:00,68,27
2023-09-17T04:00,42,26.2
2023-09-17T05:00,31,26.7
2023-09-17T06:00,36,25.6
2023-09-17T07:00,93,24.1
2023-09-17T08:00,100,26
2023-09-17T09:00,89,25.4
2023-09-17T10:00,100,26.7
2023-09-17T11:00,100,27.8
2023-09-17T12:00,100,28.8
2023-09-17T13:00,100,28.3
2023-09-17T14:00,100,24.4
2023-09-17T15:00,100,22.1
2023-09-17T16:00,38,21
2023-09-17T17:00,82,22.2
2023-09-17T18:00,70,21.4
2023-09-17T19:00,45,21.1
2023-09-17T20:00,32,25.1
2023-09-17T21:00,100,24.5
2023-09-17T22:00,100,18.1
2023-09-17T23:00,100,18.6
